0   0   300
1   0   300
2   0   300
3   0   300
4   0   300
5   0   300
6   0   300
7   0   300
8   0   300
9   0   300
10   0   300
11   0   300
12   0   300
13   0   300
14   0   300
15   0   300
16   0   300
17   0   300
18   0   300
19   0   300
20   0   300
21   0   300
22   0   300
23   0   300
24   0   300
25   0   300
26   0   300
27   0   300
28   0   300
29   0   300
30   0   300
0   1   300
1   1   300.07007009710594
2   1   300.1403876185335
3   1   300.211133371445
4   1   300.2823551545081
5   1   300.3539026484934
6   1   300.4253663029022
7   1   300.49602535284686
8   1   300.5648130336323
9   1   300.63030990756096
10   1   300.69077787057574
11   1   300.74424622725184
12   1   300.78865537112506
13   1   300.8220519449518
14   1   300.84281292286016
15   1   300.8498594877825
16   1   300.84281292286016
17   1   300.8220519449518
18   1   300.78865537112506
19   1   300.74424622725184
20   1   300.69077787057574
21   1   300.63030990756096
22   1   300.5648130336323
23   1   300.49602535284686
24   1   300.4253663029022
25   1   300.3539026484934
26   1   300.2823551545081
27   1   300.211133371445
28   1   300.1403876185335
29   1   300.07007009710594
30   1   300
0   2   300
1   2   300.1403876185335
2   2   300.2813293277675
3   2   300.42324598005575
4   2   300.56629156626497
5   2   300.7102204852443
6   2   300.8542603629821
7   2   300.99700016533217
8   2   301.1363098112564
9   2   301.2693142936912
10   2   301.3924502599319
11   2   301.5016324900446
12   2   301.5925471577061
13   2   301.66106440960766
14   2   301.70372532148974
15   2   301.71821712167554
16   2   301.70372532148974
17   2   301.66106440960766
18   2   301.5925471577061
19   2   301.5016324900446
20   2   301.3924502599319
21   2   301.2693142936912
22   2   301.1363098112564
23   2   300.99700016533217
24   2   300.8542603629821
25   2   300.7102204852443
26   2   300.56629156626497
27   2   300.42324598005575
28   2   300.2813293277675
29   2   300.1403876185335
30   2   300
0   3   300
1   3   300.21113337144504
2   3   300.42324598005575
3   3   300.6371180320908
4   3   300.8531290031586
5   3   301.07105303763217
6   3   301.28985632307763
7   3   301.50750939448324
8   3   301.72083834907943
9   3   301.9254518931948
10   3   302.1157929808397
11   3   302.2853685457786
12   3   302.4271993456992
13   3   302.53449427446503
14   3   302.6014855829678
15   3   302.62427612689453
16   3   302.6014855829678
17   3   302.53449427446503
18   3   302.4271993456992
19   3   302.2853685457786
20   3   302.1157929808397
21   3   301.9254518931948
22   3   301.72083834907943
23   3   301.50750939448324
24   3   301.28985632307763
25   3   301.07105303763217
26   3   300.8531290031586
27   3   300.6371180320908
28   3   300.42324598005575
29   3   300.21113337144504
30   3   300
0   4   300
1   4   300.28235515450814
2   4   300.56629156626497
3   4   300.8531290031586
4   4   301.1436568504953
5   4   301.4378533843013
6   4   301.73459531144925
7   4   302.03137076303415
8   4   302.32402553775285
9   4   302.60659447922484
10   4   302.8712945900407
11   4   303.1087756167974
12   4   303.30872140870446
13   4   303.4608485052561
14   4   303.5562372968219
15   4   303.58876317182217
16   4   303.5562372968219
17   4   303.4608485052561
18   4   303.30872140870446
19   4   303.1087756167974
20   4   302.8712945900407
21   4   302.60659447922484
22   4   302.32402553775285
23   4   302.03137076303415
24   4   301.73459531144925
25   4   301.4378533843013
26   4   301.1436568504953
27   4   300.8531290031586
28   4   300.56629156626497
29   4   300.28235515450814
30   4   300
0   5   300
1   5   300.35390264849343
2   5   300.7102204852443
3   5   301.07105303763217
4   5   301.4378533843013
5   5   301.81107003963757
6   5   302.1897562531037
7   5   302.57115457835584
8   5   302.9502867913537
9   5   303.319613294729
10   5   303.6688719448987
11   5   303.98525572794193
12   5   304.2541182049962
13   5   304.4603595403924
14   5   304.5904843143038
15   5   304.63500499469336
16   5   304.5904843143038
17   5   304.4603595403924
18   5   304.2541182049962
19   5   303.98525572794193
20   5   303.6688719448987
21   5   303.319613294729
22   5   302.9502867913537
23   5   302.57115457835584
24   5   302.1897562531037
25   5   301.81107003963757
26   5   301.4378533843013
27   5   301.07105303763217
28   5   300.7102204852443
29   5   300.35390264849343
30   5   300
0   6   300
1   6   300.4253663029022
2   6   300.85426036298213
3   6   301.2898563230777
4   6   301.73459531144925
5   6   302.1897562531038
6   6   302.65495808477715
7   6   303.12758674518415
8   6   303.60216540332783
9   6   304.06973247427163
10   6   304.51736686060707
11   6   304.9281033539622
12   6   305.2815881555185
13   6   305.5558590838946
14   6   305.730453349492
15   6   305.7904869972356
16   6   305.730453349492
17   6   305.5558590838946
18   6   305.2815881555185
19   6   304.9281033539622
20   6   304.51736686060707
21   6   304.06973247427163
22   6   303.60216540332783
23   6   303.12758674518415
24   6   302.65495808477715
25   6   302.1897562531038
26   6   301.73459531144925
27   6   301.2898563230777
